,abstract,bands,circle,figure,gestural,grid,landscape,portrait,rectangle,repetition,shape,square,still_life,symmetry,label,range_Blue,stdev_Blue,skew_Blue,range_Green,stdev_Green,skew_Green,range_Red,stdev_Red,skew_Red,range_Hue,stdev_Hue,skew_Hue,range_Saturation,stdev_Saturation,skew_Saturation,range_Value,stdev_Value,skew_Value
1964.027,4.62,2.05,1.23,0.09,0.69,9.37,0.0,0.02,66.93,1.79,0.73,3.09,0.92,8.46,rectangle,24.0,3.0644126,5.082634925842285,18.0,2.7528393,4.008045673370361,15.0,2.766993,3.8522627353668213,24.0,2.6969311,5.054975986480713,39.0,3.6497004,8.360264778137207,44.0,3.7249162,8.923654556274414
1964.031,7.39,2.32,5.38,0.07,0.43,8.06,0.01,0.32,49.05,1.13,3.84,9.86,3.32,8.81,rectangle,19.0,2.294695,4.291604518890381,10.0,2.1268375,3.000757932662964,13.0,2.1560235,3.306156635284424,12.0,1.9823439,3.050037145614624,17.0,2.1758618,3.766573905944824,16.0,2.152397,3.8693675994873047
1964.053,3.9,0.14,0.53,0.01,0.28,87.39,0.0,0.03,4.77,1.17,0.08,0.91,0.24,0.55,grid,28.0,3.1954558,5.836820602416992,25.0,3.139964,5.754883289337158,23.0,2.764168,5.09866189956665,19.0,2.576941,4.056108474731445,20.0,2.6925824,4.550335884094238,18.0,2.7041636,4.5667948722839355
1964.054,5.97,1.43,20.12,0.01,1.35,16.17,0.0,0.05,31.39,12.97,0.79,9.61,0.1,0.03,rectangle,39.0,4.0039043,6.516665458679199,30.0,3.7873144,5.975831508636475,36.0,3.8517447,6.4256591796875,128.0,8.079681,15.283943176269531,128.0,8.068069,15.343958854675293,128.0,8.071458,15.327484130859375
1965.001,1.67,0.05,0.26,0.0,0.04,0.03,0.0,0.01,1.41,0.08,0.53,95.89,0.01,0.02,square,14.0,2.4811792,3.828313112258911,19.0,2.563262,4.5357584953308105,19.0,2.9947872,4.490380764007568,18.0,2.5372229,4.372279167175293,20.0,2.717133,5.011409282684326,29.0,2.9408226,5.884596824645996
1965.002,4.6,0.91,23.87,0.01,0.36,37.63,0.0,0.05,25.16,5.25,0.4,1.42,0.28,0.06,grid,27.0,3.6196082,5.222128391265869,61.0,4.9283934,9.162727355957031,35.0,4.0649033,6.182921886444092,32.0,3.301278,6.629396915435791,41.0,3.8729835,7.718533039093018,57.0,4.2288074,10.22359561920166
1965.003,0.92,38.45,0.05,0.03,0.76,0.02,0.0,0.01,45.16,1.35,1.66,11.52,0.05,0.02,rectangle,12.0,1.9525625,3.343651533126831,12.0,2.0501525,3.4365925788879395,15.0,2.0822914,3.6258132457733154,14.0,1.9405218,3.48486065864563,22.0,2.316719,4.8079400062561035,14.0,2.152397,3.7965049743652344
1965.004,4.05,1.03,4.59,0.02,0.23,65.9,0.0,0.37,2.95,1.05,0.53,7.9,3.42,7.96,grid,16.0,2.3782873,3.820823907852173,19.0,2.6911314,4.428726673126221,21.0,2.707051,4.403922080993652,14.0,2.5310571,3.826127290725708,19.0,2.7357585,4.250709533691406,24.0,2.8709211,4.941277980804443
1965.005,2.98,0.35,5.03,0.03,0.15,8.7,0.0,0.01,79.21,0.36,1.47,0.5,0.38,0.83,rectangle,18.0,2.3200889,4.106712818145752,20.0,2.3913908,4.618685722351074,24.0,2.6160562,5.373821258544922,29.0,2.6809514,6.321166515350342,33.0,2.9181545,7.061928749084473,32.0,3.2064388,7.627130508422852
1965.006,0.37,5.03,0.31,0.0,0.01,33.12,0.0,0.02,8.45,14.52,0.06,2.97,0.11,35.02,symmetry,13.0,1.9565595,3.0556552410125732,11.0,2.0558605,3.1888909339904785,10.0,1.9039433,2.798185348510742,10.0,1.9202864,3.160942792892456,14.0,2.0935168,3.612502336502075,9.0,1.7365555,2.7009873390197754
1965.007,0.07,0.08,0.01,0.0,0.0,98.38,0.0,0.0,0.06,0.37,0.0,0.14,0.02,0.85,grid,20.0,2.7329013,4.403568267822266,24.0,2.9315097,4.958661079406738,20.0,2.6678057,4.294097423553467,42.0,3.6411278,7.816442012786865,37.0,3.6293077,6.823404788970947,37.0,3.4392042,6.684808731079102
1965.008,3.65,1.32,1.71,0.01,0.39,2.65,0.0,0.22,1.44,0.31,0.07,84.26,0.64,3.34,square,19.0,2.5510414,4.362669944763184,17.0,2.5295134,3.919661283493042,20.0,2.720007,4.435920715332031,23.0,2.8422043,5.244417667388916,23.0,2.8722813,5.057153701782227,30.0,3.168448,5.841829776763916
1965.009,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.87,0.02,0.0,0.09,0.0,0.0,rectangle,9.0,1.677051,2.688250780105591,10.0,1.7721809,2.6045150756835938,8.0,1.5637496,2.250979423522949,29.0,2.6368778,6.885696887969971,38.0,2.9553976,8.743136405944824,37.0,3.0935922,8.276686668395996
1965.010,0.14,0.1,0.05,0.0,0.0,96.04,0.0,0.0,0.37,0.62,0.01,0.07,0.08,2.52,grid,13.0,2.2395592,3.2101194858551025,19.0,2.63243,4.411735534667969,11.0,1.9039433,2.9577906131744385,16.0,2.2132413,3.7437782287597656,13.0,2.166867,3.2487075328826904,13.0,1.9525625,3.29327654838562
1965.011,6.59,4.12,0.36,0.17,1.22,0.14,0.0,0.09,71.56,0.36,2.25,9.63,1.07,2.43,rectangle,11.0,2.0691183,2.9474103450775146,14.0,2.2621202,3.542748212814331,13.0,2.1848197,3.2041127681732178,21.0,2.7113764,4.800001621246338,19.0,2.7754505,4.443662643432617,21.0,2.8641098,4.76188850402832
1965.012,4.72,2.71,14.21,0.04,0.07,3.87,0.0,0.02,72.31,0.39,0.96,0.2,0.37,0.11,rectangle,21.0,2.42867,4.22396183013916,17.0,2.3897567,3.911616086959839,16.0,2.5,3.8310000896453857,13.0,2.0155644,3.4662938117980957,11.0,1.8540496,2.831639289855957,11.0,1.9605484,2.985725164413452
1965.021,0.07,0.81,0.07,0.01,0.05,0.11,0.0,0.02,25.09,0.34,0.04,73.37,0.0,0.02,square,10.0,1.767767,2.774686813354492,9.0,1.5411035,2.382093667984009,9.0,1.5411035,2.36928653717041,44.0,3.3342447,9.430502891540527,26.0,2.5171287,6.164545059204102,27.0,2.8298078,6.4759202003479
1965.023,0.57,10.19,0.01,0.04,0.1,0.21,0.0,0.01,84.96,2.46,0.14,0.44,0.04,0.82,rectangle,8.0,1.6583124,2.3589837551116943,13.0,1.9605484,3.1661126613616943,13.0,2.1704695,3.2566263675689697,25.0,2.619041,6.151941776275635,29.0,2.6560662,6.433902263641357,29.0,3.1087074,6.544776439666748
1965.027,12.67,0.21,0.48,0.1,1.64,1.72,0.0,0.02,73.04,0.23,2.39,1.35,0.31,5.84,rectangle,36.0,4.124053,6.583463191986084,35.0,3.9921799,6.29465913772583,36.0,4.143896,6.470648765563965,29.0,3.2572036,6.027085304260254,28.0,3.0490777,5.485471725463867,24.0,3.2088745,5.098365783691406
1966.002,15.22,0.42,0.45,0.01,0.28,76.97,0.0,0.2,1.03,1.11,0.03,1.31,0.51,2.47,grid,25.0,3.0426652,5.58491849899292,24.0,2.755676,4.976261138916016,31.0,3.066961,6.31502628326416,26.0,3.21374,5.598479270935059,21.0,2.796482,4.606454849243164,25.0,3.0554767,5.5203022956848145
1966.003,0.35,6.22,0.55,0.02,0.01,0.01,0.0,0.0,78.3,0.35,12.9,1.17,0.05,0.06,rectangle,13.0,2.1560235,3.285109519958496,13.0,2.2638464,3.2846646308898926,13.0,2.236068,3.266056776046753,14.0,2.2220485,3.65297532081604,15.0,2.2690167,3.787412405014038,12.0,2.0558605,3.1969826221466064
1966.004,2.4,0.3,12.08,0.02,0.33,55.9,0.0,0.04,24.73,1.55,1.24,0.82,0.41,0.2,grid,31.0,3.8770156,5.834400653839111,30.0,3.6529098,5.855105876922607,31.0,3.7955565,5.925412654876709,49.0,4.065864,8.535493850708008,39.0,3.6699796,7.323798179626465,40.0,3.9597585,7.418334484100342
1966.005,0.67,2.37,0.13,0.04,0.25,0.02,0.0,0.04,32.0,0.08,1.16,62.78,0.16,0.3,square,17.0,2.427061,4.090974807739258,17.0,2.427061,4.328679084777832,12.0,2.2132413,3.343836545944214,36.0,3.6152887,6.515093803405762,39.0,3.5652401,7.062015056610107,37.0,3.343604,6.983356952667236
1966.006,5.91,13.81,6.89,2.54,0.22,0.11,0.1,0.02,58.76,1.16,9.74,0.48,0.19,0.05,rectangle,18.0,2.6010816,4.6034770011901855,13.0,2.2963967,3.3554985523223877,24.0,2.7128167,5.254016876220703,17.0,2.3717082,4.221640586853027,16.0,2.3385358,4.328715801239014,17.0,2.3501995,4.079975128173828
1966.007,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,99.27,0.05,0.0,0.55,0.0,0.0,rectangle,12.0,2.0233018,3.180501699447632,9.0,1.8285923,2.522240400314331,9.0,1.8708287,2.680964469909668,42.0,3.818131,7.707134246826172,31.0,3.420983,6.655794143676758,43.0,3.6088,8.052576065063477
1966.008,12.11,1.98,0.3,0.15,1.62,0.47,0.0,0.06,71.69,0.42,1.85,3.26,0.43,5.67,rectangle,16.0,2.3815699,3.580352306365967,18.0,2.4606276,3.746880531311035,15.0,2.451084,3.6213111877441406,26.0,3.1733756,5.480223178863525,27.0,3.168448,5.707725524902344,24.0,3.1733756,5.606369495391846
1966.009,6.43,0.13,75.14,0.0,0.16,0.66,0.0,0.03,9.24,0.28,0.25,7.59,0.07,0.01,circle,33.0,3.9597585,6.198287487030029,38.0,3.6922638,6.649658203125,33.0,3.5100303,5.914158821105957,25.0,3.0129926,5.549545764923096,29.0,3.0860066,5.834973335266113,22.0,2.802064,5.186209201812744
1966.010,2.14,0.62,6.25,0.03,0.16,37.99,0.0,0.03,48.74,1.27,1.27,0.68,0.49,0.33,rectangle,27.0,3.6357598,5.438004016876221,30.0,3.8608613,6.003646373748779,27.0,3.6837904,5.478066921234131,128.0,8.06032,15.384145736694336,128.0,8.071942,15.3231782913208,128.0,8.062742,15.371052742004395
1966.034,14.32,2.9,3.62,0.01,0.59,49.99,0.0,0.25,5.03,2.55,0.07,15.26,1.49,3.92,grid,17.0,2.764168,4.195340156555176,21.0,2.9194927,4.669536113739014,16.0,2.4906073,3.940497398376465,19.0,2.8256636,4.570389747619629,21.0,2.7838821,4.504979133605957,18.0,2.625,4.255911827087402
1967.001,8.02,0.85,7.63,0.14,0.48,8.31,0.01,0.25,59.52,0.66,1.38,10.45,1.26,1.05,rectangle,14.0,2.5525723,3.8126304149627686,15.0,2.4157686,3.7783048152923584,13.0,2.2980971,3.296398639678955,21.0,2.4921753,4.652675628662109,19.0,2.5202305,4.480715274810791,18.0,2.4574504,4.605552673339844
1967.002,2.51,0.23,14.43,0.02,0.24,66.87,0.0,0.1,11.6,0.88,0.34,1.94,0.7,0.12,grid,16.0,2.5372229,3.8958771228790283,23.0,3.2811012,4.751780986785889,20.0,2.8034577,4.143740177154541,32.0,3.3842466,6.451023578643799,33.0,3.7769861,6.140912055969238,33.0,3.5498679,6.0578293800354
1967.003,24.9,1.94,33.94,0.04,0.16,19.96,0.01,0.07,11.84,3.59,1.41,1.77,0.31,0.08,circle,12.0,1.9605484,2.892421245574951,11.0,2.0539596,2.9022533893585205,11.0,2.108391,2.9639291763305664,32.0,2.6368778,7.8636155128479,27.0,2.524876,6.18550968170166,16.0,2.166867,4.193199634552002
1967.004,9.36,0.32,35.24,0.03,0.22,1.04,0.0,0.08,24.24,0.55,2.36,26.08,0.45,0.02,circle,19.0,2.5693505,4.514644145965576,14.0,2.3864853,3.873406171798706,17.0,2.409292,4.003259181976318,56.0,4.1795635,10.235724449157715,53.0,4.0253105,9.928915977478027,52.0,3.9735453,9.554624557495117
1967.005,79.01,0.24,0.26,0.0,0.18,5.53,0.0,0.02,0.84,0.78,0.05,12.98,0.09,0.03,abstract,15.0,2.186607,3.530853033065796,11.0,2.1286733,3.0300564765930176,12.0,2.1341715,3.237565517425537,22.0,2.5326,5.141120433807373,22.0,2.5202305,4.713517665863037,20.0,2.4764516,4.944793224334717
1967.006,9.47,0.44,10.34,0.0,0.18,58.42,0.0,0.04,6.92,13.49,0.24,0.21,0.22,0.01,grid,18.0,2.6264877,3.933379888534546,16.0,2.6442745,3.815242052078247,19.0,2.912795,4.288091659545898,25.0,2.468552,5.905049800872803,24.0,2.5078003,5.73353910446167,24.0,2.6294606,5.586310863494873
1967.007,4.7,0.76,0.65,0.12,0.59,33.49,0.01,0.03,42.77,1.87,0.75,0.85,0.3,13.11,rectangle,23.0,2.9194927,4.694024562835693,23.0,2.602583,4.466882705688477,19.0,2.7627544,4.292643070220947,20.0,2.8228974,4.847959995269775,20.0,2.414151,4.778293609619141,18.0,2.6100767,4.352397918701172
1967.008,6.35,0.21,1.81,0.05,0.9,54.51,0.0,0.05,30.94,1.02,0.75,1.9,0.62,0.9,grid,18.0,2.7880886,4.3416032791137695,17.0,2.7185705,4.152202606201172,18.0,2.764168,4.104341983795166,16.0,2.482753,4.03735876083374,12.0,2.152397,3.2535593509674072,16.0,2.3217719,3.7349658012390137
1967.009,9.53,0.58,0.51,0.17,1.06,11.41,0.01,0.04,47.57,0.96,1.85,1.07,0.38,24.86,rectangle,31.0,3.4301057,5.703830242156982,25.0,3.2584026,5.257082462310791,27.0,3.2512016,5.1096577644348145,40.0,3.6742346,7.6678853034973145,20.0,2.7866871,4.5850725173950195,24.0,3.0593095,5.179325103759766
1967.010,10.59,0.1,20.27,0.01,0.26,60.07,0.0,0.14,3.92,1.02,0.16,2.72,0.71,0.02,grid,47.0,4.399041,7.289707660675049,32.0,3.8669271,5.695554733276367,43.0,4.5414753,7.339925289154053,27.0,3.3564303,5.698482513427734,17.0,2.7428885,4.191808700561523,34.0,3.7364337,6.115352153778076
1967.011,6.33,1.72,0.49,0.05,0.44,2.1,0.0,0.01,80.83,0.78,0.78,3.36,0.5,2.61,rectangle,17.0,2.1919599,3.7225847244262695,13.0,2.0935168,3.2242398262023926,13.0,2.20794,3.2727162837982178,28.0,2.8804297,5.659172058105469,27.0,3.0246384,5.573991298675537,34.0,3.2246609,6.407991409301758
1967.017,4.32,0.73,0.17,0.07,0.69,0.49,0.0,0.0,89.2,0.29,0.87,1.86,0.19,1.11,rectangle,15.0,2.5647855,3.7417526245117188,17.0,2.4780285,3.749748945236206,13.0,2.4574504,3.5063791275024414,15.0,2.2827477,3.7115964889526367,18.0,2.3351927,4.2893571853637695,24.0,2.3946555,5.419937610626221
1967.021,3.28,6.71,5.5,0.05,0.13,0.58,0.0,0.12,35.76,0.51,3.68,30.2,1.38,12.08,rectangle,9.0,1.8687396,2.66033673286438,12.0,1.9823439,3.0349936485290527,11.0,1.8957188,2.8072407245635986,29.0,2.9235039,6.067417144775391,22.0,2.833946,5.292973518371582,23.0,2.8763583,5.4047627449035645
1974.001,14.47,1.09,2.33,0.0,0.54,7.64,0.0,0.02,65.56,7.42,0.43,0.32,0.12,0.05,rectangle,25.0,3.49106,5.317428112030029,29.0,3.6731713,5.829094409942627,29.0,3.8659167,5.816747665405273,23.0,3.0323775,4.94514274597168,25.0,3.101159,5.127469062805176,33.0,3.5685256,6.498791694641113
1974.002,0.67,19.84,0.07,0.11,54.17,0.0,0.0,0.0,23.67,0.54,0.48,0.04,0.39,0.01,gestural,29.0,3.825286,5.790109634399414,31.0,3.845655,5.897634983062744,17.0,2.4874685,3.8374171257019043,15.0,2.425451,4.069149017333984,18.0,2.4302778,4.085364818572998,9.0,1.7962635,2.803438663482666
1974.003,6.1,2.85,0.03,0.25,1.4,1.84,0.01,0.05,69.39,2.49,2.09,1.84,0.18,11.49,rectangle,24.0,3.391165,5.188313961029053,15.0,2.281036,3.7352635860443115,14.0,2.1120932,3.350109815597534,29.0,3.304826,5.920915603637695,11.0,1.8114221,3.3004848957061768,14.0,1.9823439,4.021836757659912
1974.004,3.82,1.81,7.86,0.0,0.27,9.59,0.0,0.02,57.37,18.23,0.78,0.11,0.04,0.1,rectangle,32.0,3.8099377,5.575682640075684,38.0,4.254593,6.581401824951172,27.0,3.6346853,5.190357685089111,32.0,3.0375257,6.179477691650391,28.0,3.25,5.7330451011657715,18.0,2.6160562,4.466620922088623
1974.005,2.48,8.97,0.94,0.01,0.24,0.11,0.0,0.01,86.21,0.61,0.23,0.03,0.09,0.08,rectangle,48.0,4.586836,7.636584281921387,56.0,4.838808,8.352814674377441,47.0,4.8347697,7.728525161743164,21.0,3.0413814,4.872819423675537,26.0,3.1162376,5.194355487823486,22.0,3.0986388,4.976528167724609
1974.006,16.69,11.5,0.52,0.42,1.79,13.06,0.02,0.15,30.97,8.69,1.72,0.78,0.52,13.17,rectangle,28.0,3.5322177,6.017734527587891,29.0,3.3412666,5.779404640197754,33.0,3.4505434,5.9690470695495605,29.0,3.5805464,5.836561679840088,42.0,3.9892433,7.399592876434326,32.0,3.6912057,6.041976451873779
1974.007,0.18,0.24,0.54,0.01,1.3,0.0,0.0,0.0,95.35,0.01,2.19,0.04,0.05,0.08,rectangle,24.0,3.1954558,5.427382946014404,21.0,2.8572824,4.427116394042969,19.0,2.6427968,4.277169704437256,29.0,3.0103986,6.472392559051514,16.0,2.1596441,4.114418029785156,14.0,1.9039433,3.796566963195801
1974.008,6.89,1.82,0.47,0.18,1.5,0.29,0.0,0.02,78.76,0.35,4.53,1.4,0.56,3.22,rectangle,26.0,3.8273277,5.3609209060668945,24.0,3.0567548,5.110672950744629,18.0,2.6721947,4.33039665222168,17.0,2.4937422,4.178801536560059,10.0,1.9284061,3.0296716690063477,13.0,1.8853879,3.3703386783599854
1974.009,1.65,0.45,0.85,0.02,0.28,0.01,0.0,0.0,90.27,0.01,4.81,0.07,0.52,1.03,rectangle,58.0,5.0319295,8.911849975585938,29.0,3.4820971,5.618947505950928,22.0,2.9315097,4.5307087898254395,23.0,3.269174,5.320164203643799,12.0,1.8957188,3.3886420726776123,11.0,1.8307273,3.110269784927368
1974.010,8.03,16.56,0.2,0.34,1.25,6.18,0.02,0.07,44.36,12.71,1.98,0.5,0.33,7.47,rectangle,64.0,6.887489,9.074424743652344,64.0,6.887489,9.074424743652344,13.0,2.406047,3.6366703510284424,64.0,6.887489,9.074424743652344,64.0,6.887489,9.074424743652344,19.0,2.3979158,4.239415645599365
1975.001,4.58,1.8,5.73,0.08,0.28,6.35,0.01,0.03,68.69,0.44,3.48,1.42,1.45,5.68,rectangle,27.0,3.2631943,5.19618558883667,26.0,3.2811012,5.102781772613525,25.0,3.363406,5.197720527648926,16.0,2.635396,4.13627815246582,22.0,2.795085,4.720428943634033,21.0,2.7084935,4.78408670425415
1975.002,0.01,49.59,0.04,0.0,0.02,0.06,0.0,0.0,16.73,31.84,1.4,0.29,0.0,0.03,bands,11.0,1.7207375,2.653108596801758,9.0,1.7001839,2.453629732131958,10.0,1.767767,2.7534737586975098,18.0,2.0175016,5.049622058868408,21.0,2.0501525,5.424839019775391,24.0,2.1378288,6.232659339904785
1975.003,0.56,3.23,1.26,0.05,0.19,0.24,0.0,0.02,89.21,0.41,2.04,0.85,0.26,1.69,rectangle,15.0,2.4494898,3.556225299835205,15.0,2.4318845,3.600205421447754,15.0,2.3864853,3.5285286903381348,12.0,1.8624581,3.4247097969055176,12.0,1.7589059,2.924510955810547,11.0,1.8895271,2.9817123413085938
1975.004,4.71,0.3,0.25,0.01,0.21,0.35,0.0,0.0,92.75,0.22,0.07,0.58,0.07,0.46,rectangle,26.0,3.0078022,5.139052391052246,21.0,2.8966575,4.472984313964844,21.0,2.9020467,4.755936145782471,39.0,3.184435,8.373138427734375,30.0,2.7428885,6.802922248840332,34.0,2.8993533,7.809393882751465
1975.005,6.05,3.85,1.18,0.17,1.02,0.86,0.01,0.05,65.93,0.62,7.52,3.14,1.28,8.33,rectangle,22.0,2.8600154,4.986999034881592,23.0,2.8476965,5.021297931671143,23.0,2.9685855,5.189985275268555,12.0,2.074774,3.2848567962646484,22.0,2.360151,5.371890068054199,22.0,2.2844584,5.233227252960205
1975.006,0.3,20.45,0.06,0.06,0.12,0.03,0.0,0.01,74.32,2.31,0.35,1.97,0.01,0.02,rectangle,11.0,1.9665166,3.0256545543670654,13.0,1.9960899,3.193007230758667,14.0,2.0116847,3.4619174003601074,11.0,1.6298006,3.215839147567749,12.0,1.6177723,3.070834159851074,11.0,1.6909686,3.0320191383361816
1975.007,0.0,38.06,0.01,0.0,0.0,0.1,0.0,0.0,1.04,57.5,2.4,0.32,0.0,0.56,repetition,9.0,1.7875437,2.6189796924591064,12.0,1.8519416,2.9178884029388428,8.0,1.7611253,2.5884382724761963,11.0,1.7024798,3.062363386154175,11.0,1.7522308,3.233609914779663,14.0,1.9018905,3.7194433212280273
1975.008,0.28,1.18,0.78,0.0,0.09,0.01,0.0,0.0,96.35,0.16,0.94,0.06,0.03,0.12,rectangle,11.0,2.0310097,3.1500232219696045,13.0,2.0935168,3.237011671066284,12.0,2.0615528,3.1431546211242676,15.0,1.7230061,4.11917781829834,12.0,1.6630168,3.2945027351379395,10.0,1.625,3.0996813774108887
1975.009,10.47,0.7,0.82,0.17,1.28,3.77,0.01,0.03,67.73,0.37,4.68,2.38,0.99,6.61,rectangle,21.0,2.9869509,4.548242568969727,21.0,3.014289,4.62265157699585,22.0,3.0375257,4.761147499084473,16.0,2.4222279,3.7217721939086914,20.0,2.635396,4.521703243255615,18.0,2.6707325,4.396260738372803
1975.010,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,98.67,1.01,0.01,0.03,0.0,0.0,rectangle,12.0,1.8092643,3.1728107929229736,13.0,1.8582586,3.227003335952759,12.0,1.8371173,2.937119483947754,12.0,2.0766559,3.7686007022857666,13.0,2.1919599,3.985185146331787,16.0,2.2603927,4.420966148376465
1975.011,0.16,47.48,0.12,0.01,0.25,0.02,0.0,0.0,43.15,3.06,2.36,3.3,0.04,0.03,bands,16.0,2.323454,3.85625958442688,15.0,2.4109128,3.7263362407684326,17.0,2.482753,4.14915657043457,18.0,2.3133445,4.542195796966553,13.0,2.246525,3.62479305267334,17.0,2.2980971,4.231054306030273
1975.012,24.86,2.76,2.26,0.0,0.27,9.31,0.0,0.02,53.98,5.99,0.1,0.27,0.16,0.02,rectangle,19.0,2.7880886,4.3318705558776855,20.0,2.8899071,4.493478298187256,20.0,2.8586493,4.409984111785889,15.0,2.1560235,3.4979195594787598,13.0,2.2026262,3.5207202434539795,14.0,2.3251345,3.937866687774658
1975.013,9.72,0.66,2.27,0.06,0.99,0.28,0.0,0.01,79.55,0.07,3.99,0.37,0.75,1.29,rectangle,16.0,2.5617378,4.115509986877441,19.0,2.5693505,4.304612636566162,19.0,2.4764516,4.301279544830322,15.0,1.8328598,4.227096080780029,11.0,1.8456029,3.3889126777648926,16.0,1.7875437,3.997713804244995
1977.001,0.01,0.88,0.69,0.0,0.0,0.0,0.0,0.0,97.09,0.15,1.14,0.02,0.0,0.0,rectangle,11.0,2.1341715,2.8710713386535645,13.0,2.3268137,3.3772470951080322,13.0,2.2963967,3.175506353378296,19.0,2.1396554,4.339077472686768,16.0,2.2255616,3.547468662261963,15.0,2.309965,3.70743989944458
1977.002,2.26,1.45,0.67,0.03,0.13,5.75,0.0,0.01,85.98,2.08,0.15,0.22,0.13,1.15,rectangle,18.0,2.7142563,4.126614570617676,23.0,3.1112196,4.728454113006592,34.0,3.6518402,5.967451095581055,122.0,7.648529,15.565886497497559,120.0,7.5467296,15.42093563079834,120.0,7.5735974,15.268348693847656
1977.003,1.53,0.86,27.72,0.01,0.58,23.69,0.0,0.14,28.65,4.54,0.38,11.56,0.22,0.12,rectangle,24.0,2.9540756,4.720653057098389,20.0,2.755676,4.108243465423584,14.0,2.6040833,3.6339597702026367,21.0,2.6516504,4.451315879821777,21.0,2.6531231,4.279818058013916,22.0,2.772634,4.709574222564697
1977.004,11.35,2.55,0.15,0.14,1.2,0.47,0.01,0.1,68.81,1.23,1.6,9.88,0.95,1.56,rectangle,11.0,2.09165,3.216872215270996,11.0,2.154211,3.0607190132141113,12.0,2.1305075,3.124634027481079,27.0,2.8131943,5.682835102081299,25.0,2.969901,5.374784469604492,28.0,3.1112196,5.983771800994873
1977.005,0.32,0.39,5.38,0.02,0.03,0.06,0.0,0.0,82.31,0.18,9.31,1.95,0.04,0.01,rectangle,12.0,2.2413027,3.2281341552734375,14.0,2.246525,3.2981793880462646,13.0,2.2724574,3.5455496311187744,20.0,2.5326,4.503395080566406,22.0,2.7599254,4.782459259033203,17.0,2.6368778,4.396798133850098
1977.006,29.37,0.32,0.17,0.06,0.04,2.74,0.0,0.06,3.07,1.39,0.19,62.47,0.03,0.08,square,11.0,2.0482461,2.7827322483062744,12.0,2.0804145,3.1248111724853516,13.0,1.958555,3.003430128097534,15.0,2.186607,4.1114821434021,11.0,1.8874586,3.234647274017334,12.0,1.9565595,3.4468040466308594
1977.007,0.12,0.93,0.06,0.01,0.0,85.85,0.01,0.03,5.17,6.95,0.05,0.54,0.09,0.2,grid,17.0,2.6954823,4.115009307861328,12.0,2.1433036,2.9755706787109375,18.0,2.4921753,4.031864643096924,20.0,2.4157686,4.232150077819824,12.0,2.0348525,3.503568172454834,10.0,1.9385078,2.89327073097229
1977.008,68.28,0.07,4.51,0.0,0.04,0.11,0.02,0.02,25.94,0.02,0.19,0.7,0.09,0.0,abstract,30.0,3.7080991,6.361075401306152,31.0,3.5729015,5.814627647399902,26.0,3.507804,5.4413371086120605,23.0,2.795085,5.051009178161621,24.0,2.6940327,5.643677711486816,22.0,2.6368778,5.172741413116455
1977.009,8.34,1.64,0.16,0.09,1.06,0.26,0.0,0.01,84.67,0.45,1.4,0.58,0.43,0.91,rectangle,26.0,3.5122554,5.27840518951416,27.0,3.5311117,5.320056438446045,25.0,3.4955328,5.128028392791748,13.0,2.2758927,3.532500743865967,29.0,2.7684042,6.190706729888916,25.0,2.6368778,5.301852226257324
1977.010,4.88,1.21,5.19,0.04,0.16,55.6,0.01,0.03,27.14,1.75,0.87,0.71,0.7,1.74,grid,28.0,3.4674828,5.481025218963623,29.0,3.7102056,5.7222442626953125,24.0,3.324859,4.894546031951904,35.0,3.6774228,6.936207294464111,29.0,3.6055512,6.0893683433532715,40.0,3.6022997,7.444196701049805
1977.011,0.86,12.61,0.07,0.04,0.07,0.06,0.0,0.04,69.1,0.68,0.23,14.32,0.07,1.83,rectangle,8.0,1.7252717,2.4884815216064453,8.0,1.7047727,2.3558149337768555,9.0,1.7566837,2.5584022998809814,15.0,2.0058508,3.8181991577148438,15.0,2.0972452,4.062040328979492,18.0,2.1414802,4.235515594482422
1977.012,0.22,4.27,1.26,0.01,0.07,0.02,0.0,0.02,76.9,0.48,14.85,0.73,0.24,0.93,rectangle,14.0,2.246525,3.593785524368286,12.0,2.166867,3.253314971923828,14.0,2.1776564,3.514993667602539,16.0,2.4366987,4.132533073425293,16.0,2.4574504,4.062283039093018,14.0,2.3217719,3.8285973072052
1977.013,2.62,3.34,20.71,0.03,0.12,15.23,0.0,0.18,38.09,2.23,3.69,7.68,1.5,4.57,rectangle,9.0,2.0367713,2.695497751235962,11.0,2.1286733,3.071364164352417,13.0,2.0520568,3.0398476123809814,18.0,2.6309457,4.492243766784668,22.0,2.7084935,4.854861736297607,23.0,2.6736562,4.908547878265381
1977.014,1.02,0.4,11.43,0.03,1.08,11.79,0.0,0.05,59.61,2.71,0.96,10.62,0.2,0.09,rectangle,20.0,2.8572824,4.362813472747803,19.0,2.8048508,4.119778156280518,15.0,2.6010816,3.737786054611206,16.0,2.20794,3.6254642009735107,14.0,2.108391,3.231501817703247,12.0,2.0653389,3.217682361602783
