,abstract,bands,circle,figure,gestural,grid,landscape,portrait,rectangle,repetition,shape,square,still_life,symmetry,label,range_Blue,stdev_Blue,skew_Blue,range_Green,stdev_Green,skew_Green,range_Red,stdev_Red,skew_Red,range_Hue,stdev_Hue,skew_Hue,range_Saturation,stdev_Saturation,skew_Saturation,range_Value,stdev_Value,skew_Value
1985.009,10.71,0.46,3.52,0.09,2.37,0.54,0.0,0.01,77.18,0.11,3.52,0.7,0.43,0.34,rectangle,25.0,3.230712,4.9418110847473145,33.0,3.3807821,5.994287490844727,29.0,3.343604,5.81463098526001,47.0,3.887078,8.434796333312988,49.0,4.0291905,8.765497207641602,50.0,4.027251,8.758968353271484
1985.010,12.03,0.9,2.14,0.03,0.6,33.13,0.0,0.03,45.14,3.53,0.4,0.93,0.32,0.81,rectangle,25.0,3.3095505,5.2839555740356445,23.0,3.3130896,5.047755718231201,27.0,3.6120458,5.594802379608154,27.0,2.9288437,5.766557216644287,29.0,3.202782,6.390757083892822,33.0,3.6055512,7.126430988311768
1985.011,10.78,2.31,0.56,0.11,0.84,4.51,0.0,0.04,52.91,1.14,1.36,3.22,0.88,21.32,rectangle,24.0,3.0998993,5.182308673858643,20.0,2.6145625,4.404451847076416,17.0,2.5602124,4.03453254699707,31.0,3.0860066,6.336589336395264,37.0,3.4809752,6.9583821296691895,32.0,3.4278274,6.1304030418396
1985.012,1.48,8.82,0.44,0.03,0.3,0.38,0.0,0.11,9.19,1.35,0.92,68.83,0.58,7.57,square,16.0,2.3864853,3.7889113426208496,13.0,2.125,3.2766129970550537,12.0,2.0672295,3.4827897548675537,23.0,2.7300413,5.081477165222168,17.0,2.4937422,4.221118927001953,23.0,2.576941,5.165494918823242
1985.013,10.26,0.77,0.51,0.06,0.91,12.82,0.0,0.03,60.9,1.4,0.56,0.85,0.36,10.58,rectangle,27.0,2.971216,5.322304725646973,25.0,3.0618622,5.015738487243652,31.0,3.4944153,5.920469760894775,23.0,2.9275095,5.100688934326172,24.0,2.8048508,4.964179992675781,17.0,2.3995442,3.9716665744781494
1985.014,0.57,3.1,0.0,0.01,0.01,8.83,0.0,0.01,13.6,7.22,0.04,0.06,0.05,66.5,symmetry,16.0,2.6545951,3.8370063304901123,17.0,2.5571592,3.9403748512268066,17.0,2.5495098,3.879422187805176,18.0,2.3962862,4.262974262237549,16.0,2.2741756,3.966444969177246,19.0,2.2963967,4.249652862548828
1985.016,0.39,92.97,0.0,0.0,0.0,0.0,0.0,0.0,0.03,6.6,0.0,0.0,0.0,0.01,bands,13.0,2.2308211,3.331907272338867,10.0,1.8895271,2.8948581218719482,11.0,2.08604,3.315835952758789,13.0,2.1065373,3.2193541526794434,12.0,1.7765838,3.2685937881469727,15.0,2.0058508,4.073761940002441
1985.017,10.95,3.94,0.16,0.01,0.38,0.06,0.0,0.0,82.62,1.56,0.18,0.06,0.03,0.05,rectangle,14.0,2.4558604,3.5254573822021484,14.0,2.484326,3.5073060989379883,13.0,2.51868,3.527827024459839,14.0,1.8936572,3.6922364234924316,15.0,1.7611253,3.776995897293091,12.0,1.8285923,3.4920380115509033
1985.018,32.45,25.55,0.12,0.0,0.11,0.03,0.0,0.01,39.41,2.3,0.01,0.0,0.02,0.01,rectangle,15.0,2.3468728,3.8697941303253174,18.0,2.468552,4.259737491607666,13.0,1.9525625,3.422362804412842,21.0,2.5647855,5.754672050476074,18.0,2.42867,4.826041221618652,16.0,2.0,4.3212890625
1985.019,16.0,21.1,4.2,0.0,0.1,3.63,0.0,0.02,43.78,10.65,0.3,0.07,0.11,0.03,rectangle,33.0,4.1363482,6.407776355743408,31.0,4.0087795,5.951297283172607,28.0,3.7133627,5.325343132019043,42.0,3.655048,7.454962730407715,32.0,3.593614,6.177145004272461,27.0,3.4095454,5.7748212814331055
1985.020,8.59,1.51,1.43,0.11,0.64,23.71,0.01,0.03,45.5,1.94,2.19,0.88,0.6,12.86,rectangle,51.0,5.072906,7.835745334625244,51.0,5.0241604,7.925075531005859,54.0,4.9890504,8.191667556762695,128.0,8.146127,14.951424598693848,128.0,8.142769,14.968852043151855,128.0,8.14037,14.98303508758545
1985.021,9.68,1.9,4.55,0.0,0.2,14.82,0.0,0.02,21.57,46.62,0.09,0.51,0.04,0.0,repetition,25.0,3.4764836,5.212648391723633,23.0,3.3189795,4.953137397766113,23.0,3.354102,4.729283809661865,48.0,4.4458547,8.077560424804688,38.0,3.9201005,6.873475074768066,49.0,4.354416,7.864017486572266
1985.022,29.87,3.06,3.34,0.01,0.25,10.19,0.0,0.04,46.2,6.09,0.29,0.16,0.33,0.17,rectangle,28.0,3.7374792,5.426620006561279,31.0,3.5399506,5.448848247528076,17.0,2.7880886,3.981492757797241,52.0,4.031129,9.343035697937012,46.0,3.913119,8.560685157775879,36.0,2.969901,7.880884647369385
1985.023,0.17,46.19,0.0,0.0,0.0,0.2,0.0,0.0,2.53,50.89,0.0,0.0,0.01,0.0,repetition,11.0,1.9565595,2.9742963314056396,10.0,2.046338,3.0688235759735107,14.0,2.046338,3.3915696144104004,32.0,2.7599254,7.138153076171875,30.0,2.701273,6.439386367797852,33.0,2.806243,7.131208896636963
1985.024,2.86,0.91,0.22,0.0,0.02,6.25,0.0,0.0,1.04,88.67,0.01,0.02,0.0,0.0,repetition,33.0,3.453938,5.947910308837891,25.0,3.1560953,5.089498043060303,30.0,3.3166249,5.646271228790283,33.0,3.2149553,6.4351677894592285,41.0,3.680608,7.774544715881348,27.0,2.9830248,5.475009441375732
1985.025,0.01,2.94,0.2,0.01,0.0,14.61,0.0,0.01,0.04,71.14,0.0,1.44,0.0,9.59,repetition,14.0,2.2273161,3.410233736038208,10.0,1.8371173,2.789696455001831,11.0,1.636975,2.9052553176879883,12.0,1.9465514,3.3564512729644775,18.0,2.0310097,4.520814895629883,16.0,1.8178799,4.099350929260254
1985.026,20.74,4.61,7.32,0.0,0.14,39.83,0.0,0.09,8.79,17.86,0.08,0.24,0.27,0.03,grid,29.0,3.6975498,5.6319146156311035,25.0,3.5619516,5.219367027282715,15.0,2.4366987,3.5768847465515137,28.0,3.0872722,5.347709655761719,24.0,2.8159702,4.680989742279053,15.0,2.345208,3.8939414024353027
1985.028,0.13,97.15,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,bands,23.0,2.7613401,5.051449298858643,24.0,2.9087691,5.0632548332214355,17.0,2.7684042,4.2189154624938965,10.0,1.8135773,3.2111308574676514,20.0,2.323454,4.755041122436523,14.0,2.152397,3.7400949001312256
1987.001,19.65,1.98,7.82,0.05,1.21,0.02,0.0,0.06,66.55,0.02,2.02,0.07,0.49,0.05,rectangle,19.0,2.8939593,4.314829349517822,15.0,2.4638004,3.8961844444274902,14.0,2.40767,3.6213443279266357,23.0,2.4011717,6.092046737670898,18.0,2.0672295,4.1593170166015625,17.0,2.115789,3.915339231491089
1987.002,3.03,1.07,7.65,0.04,0.33,45.55,0.0,0.07,30.13,1.54,1.21,3.85,1.32,4.19,grid,17.0,2.6765766,4.163405895233154,18.0,2.7228775,4.212347030639648,16.0,2.6205318,3.942025899887085,21.0,2.6575365,4.303174018859863,28.0,3.1893377,5.558194637298584,28.0,3.2149553,5.728436470031738
1987.005,4.85,2.76,0.45,0.06,0.23,24.9,0.01,0.01,48.43,3.88,0.44,1.51,0.61,11.86,rectangle,14.0,2.5310571,3.7220542430877686,22.0,2.7428885,4.690407752990723,14.0,2.5784564,3.606330633163452,32.0,3.0834742,6.4869232177734375,30.0,3.0413814,6.163295745849609,25.0,2.853178,5.819856643676758
1987.006,4.91,0.61,2.31,0.02,0.23,10.96,0.0,0.02,77.89,1.04,0.64,0.46,0.42,0.5,rectangle,34.0,3.625,6.397064208984375,26.0,3.3784704,5.194901466369629,40.0,3.5410538,7.136715888977051,22.0,2.8449516,5.254176139831543,22.0,2.9007003,4.749837398529053,28.0,3.014289,6.073180198669434
1988.001,14.41,1.31,2.98,0.01,0.54,6.15,0.0,0.03,68.4,5.14,0.32,0.53,0.14,0.04,rectangle,22.0,3.0246384,4.423745632171631,20.0,2.9685855,4.170444011688232,24.0,3.0935922,4.606691360473633,41.0,4.0888567,7.519411087036133,48.0,4.591943,8.857133865356445,45.0,4.3678513,8.580816268920898
1988.002,74.46,10.66,1.49,0.0,0.06,0.2,0.0,0.02,11.5,1.29,0.07,0.16,0.1,0.0,abstract,34.0,4.070665,6.090512275695801,37.0,4.4256,6.760828018188477,35.0,4.308422,6.592678546905518,25.0,2.7542582,5.0958452224731445,23.0,2.8367014,5.028573989868164,22.0,2.75,4.625093936920166
1988.003,72.68,0.42,5.3,0.01,0.22,7.55,0.0,0.15,3.28,1.94,0.09,7.85,0.49,0.01,abstract,33.0,3.7873144,6.034075736999512,30.0,3.655048,5.82539701461792,27.0,3.3645673,5.578320503234863,128.0,8.068069,15.344182014465332,128.0,8.061289,15.380186080932617,128.0,8.047224,15.456506729125977
1988.004,5.82,2.34,1.59,0.03,0.21,55.55,0.01,0.03,24.12,4.24,0.67,0.58,0.71,4.12,grid,24.0,2.849068,4.845057964324951,18.0,2.8201284,4.144880771636963,20.0,2.9633174,4.494457721710205,24.0,2.5,5.124000072479248,21.0,2.51868,4.849478721618652,28.0,2.7599254,5.702216625213623
1988.005,5.9,2.99,0.42,0.07,0.29,14.47,0.01,0.01,60.16,3.26,0.58,2.14,0.72,8.98,rectangle,19.0,2.5372229,4.122598648071289,16.0,2.5693505,3.829277753829956,23.0,2.6969311,4.728790760040283,41.0,3.2607994,8.349298477172852,40.0,3.2427804,8.017925262451172,36.0,3.1560953,7.119556903839111
1988.007,9.35,0.56,0.08,0.19,2.12,0.53,0.01,0.02,70.95,0.58,2.42,1.14,0.1,11.95,rectangle,66.0,5.0474315,10.249641418457031,66.0,4.9835668,10.295886993408203,73.0,5.14326,11.412093162536621,51.0,3.9666579,9.032652854919434,52.0,3.9676425,9.40652084350586,43.0,3.8405728,7.533304214477539
1988.008,92.14,0.76,0.68,0.0,0.08,0.44,0.0,0.03,4.92,0.65,0.01,0.24,0.04,0.0,abstract,19.0,2.3651109,4.08345365524292,15.0,2.3385358,3.6103177070617676,14.0,2.2690167,3.4463396072387695,32.0,3.0503585,6.5737409591674805,29.0,2.9288437,6.325348377227783,29.0,3.0233467,6.2017364501953125
1988.009,5.52,3.54,0.38,0.05,0.28,2.1,0.0,0.02,78.81,1.11,0.96,1.39,0.71,5.12,rectangle,18.0,2.6824079,4.313604354858398,28.0,2.8953087,5.352924346923828,23.0,2.720007,4.679335594177246,24.0,2.8600154,5.179356098175049,27.0,2.936835,5.513736724853516,24.0,2.9448047,5.195131778717041
1988.010,2.47,2.09,2.44,0.08,0.65,3.21,0.0,0.04,67.49,0.61,6.83,4.24,1.19,8.67,rectangle,18.0,2.4494898,4.1127824783325195,13.0,2.4653854,3.6200454235076904,14.0,2.51868,3.807999610900879,38.0,3.7676668,7.335501670837402,41.0,3.668915,7.816014289855957,36.0,3.803781,7.154839515686035
1988.011,6.72,0.44,0.66,0.03,0.37,0.41,0.0,0.01,89.28,0.2,0.84,0.28,0.16,0.59,rectangle,19.0,2.7485793,4.215490341186523,26.0,3.25,5.033909797668457,26.0,3.3564303,5.372447490692139,19.0,2.4222279,4.308877944946289,24.0,2.6751168,4.920407295227051,27.0,2.9033923,5.666966915130615
1988.012,5.5,70.79,0.02,0.0,0.09,0.0,0.0,0.0,23.27,0.2,0.1,0.01,0.0,0.02,bands,22.0,3.122499,4.6367878913879395,20.0,3.0349526,4.465152740478516,18.0,2.9288437,4.1302971839904785,27.0,2.8131943,5.568089008331299,24.0,2.7485793,5.192962169647217,24.0,2.8145826,5.336219310760498
1988.013,17.83,1.97,0.46,0.03,0.3,1.52,0.0,0.01,74.06,1.44,0.43,0.24,0.19,1.5,rectangle,31.0,3.694379,6.086730480194092,20.0,2.8034577,4.158632278442383,26.0,3.2003417,5.34250020980835,60.0,4.173016,11.622209548950195,52.0,3.884062,10.13973331451416,60.0,4.0869455,12.255762100219727
1988.014,2.32,50.41,0.28,0.01,0.01,13.11,0.01,0.07,12.86,17.11,0.24,0.51,0.52,2.55,bands,19.0,2.6220222,4.222972393035889,15.0,2.3150325,3.6373374462127686,17.0,2.63243,4.049417495727539,19.0,2.7329013,4.438016414642334,19.0,2.5617378,4.451498508453369,23.0,2.9540756,5.269793510437012
1988.015,7.69,0.58,0.3,0.15,1.37,2.44,0.0,0.02,70.19,0.66,2.53,0.93,0.23,12.91,rectangle,73.0,6.6953807,9.853989601135254,48.0,4.218634,8.11853313446045,61.0,6.239992,8.82450008392334,68.0,5.3516936,9.402542114257812,78.0,5.38589,12.106206893920898,76.0,5.507807,10.861043930053711
1988.016,0.11,0.11,0.39,0.0,0.06,0.0,0.0,0.0,97.45,0.0,1.85,0.0,0.02,0.01,rectangle,24.0,3.4255474,4.972136497497559,23.0,3.3412666,5.115903377532959,28.0,3.5849075,5.313690185546875,31.0,3.2415757,6.55350399017334,20.0,2.576941,4.486166954040527,32.0,3.3119104,6.562045574188232
1988.017,10.01,7.58,3.22,0.0,0.06,0.07,0.0,0.01,78.39,0.33,0.19,0.07,0.06,0.02,rectangle,30.0,3.6880295,5.611047744750977,35.0,3.835484,5.968977928161621,29.0,3.7049377,5.778833389282227,34.0,3.8017266,6.567783832550049,38.0,3.8810437,7.1200690269470215,43.0,4.1429534,7.847090244293213
1988.018,1.38,2.26,4.6,0.02,0.09,19.02,0.01,0.02,66.19,1.61,1.15,0.34,0.79,2.54,rectangle,43.0,4.4052525,7.1985321044921875,31.0,3.668915,5.777270793914795,37.0,3.9676425,6.781314373016357,23.0,3.4955328,5.03419303894043,57.0,4.2204857,10.308741569519043,56.0,4.218634,10.04245662689209
1988.019,0.75,91.99,0.0,0.0,0.01,0.0,0.0,0.0,7.22,0.02,0.01,0.0,0.0,0.0,bands,29.0,3.5432594,5.67740535736084,15.0,2.6279745,3.9166996479034424,24.0,3.2125244,4.883599758148193,30.0,3.0580325,6.64854097366333,30.0,2.9593601,6.363862991333008,25.0,2.906082,5.534264087677002
1988.020,2.12,24.05,0.28,0.07,0.21,7.33,0.01,0.17,31.81,7.79,1.37,1.51,1.17,22.12,rectangle,18.0,2.5890393,4.272314071655273,16.0,2.4858978,3.7787110805511475,14.0,2.368412,3.546856641769409,32.0,3.48434,6.006189346313477,33.0,3.471986,6.212347507476807,38.0,3.761441,7.670359134674072
1988.021,26.72,1.68,0.2,0.05,0.68,0.35,0.0,0.01,66.94,0.57,0.79,0.33,0.16,1.52,rectangle,19.0,2.9514298,4.56060791015625,19.0,2.9448047,4.487518310546875,21.0,3.1087074,4.748117923736572,32.0,2.9738443,6.532216548919678,26.0,2.984334,5.555325508117676,27.0,3.0516388,5.434971809387207
1988.022,12.12,1.1,0.04,0.03,0.37,0.32,0.0,0.01,76.95,0.41,0.35,0.17,0.1,8.02,rectangle,14.0,2.6648757,3.683476209640503,15.0,2.796482,3.9184203147888184,16.0,2.831188,3.8248775005340576,16.0,2.1596441,3.965500831604004,14.0,2.059657,3.52670955657959,18.0,2.2395592,3.96335506439209
1989.001,8.15,2.82,1.35,0.01,0.18,55.11,0.0,0.03,16.86,14.88,0.06,0.32,0.12,0.1,grid,19.0,2.9973948,4.654911994934082,26.0,3.134984,5.154026508331299,23.0,3.0796711,5.094121932983398,39.0,3.8709657,7.742528915405273,40.0,3.9340262,7.437633037567139,34.0,3.0784025,6.680521488189697
1989.002,5.17,5.43,2.72,0.01,0.07,20.98,0.0,0.03,57.06,6.85,0.38,0.12,0.36,0.82,rectangle,31.0,3.2234492,6.467526912689209,27.0,2.936835,5.817227840423584,17.0,2.501562,4.4051127433776855,26.0,3.112475,6.1220855712890625,29.0,2.9087691,6.222229957580566,34.0,2.8034577,8.156109809875488
1989.003,7.89,0.97,0.72,0.02,0.25,2.27,0.0,0.02,84.73,1.06,0.25,0.27,0.18,1.37,rectangle,22.0,2.8325672,4.6074371337890625,19.0,2.764168,4.269692420959473,19.0,2.7214427,4.400123119354248,22.0,2.806243,5.5297627449035645,25.0,2.7243118,5.890236854553223,19.0,2.5525723,4.776533126831055
1989.004,0.24,96.28,0.0,0.0,0.0,0.0,0.0,0.0,3.47,0.01,0.0,0.0,0.0,0.0,bands,30.0,3.6784847,6.107702255249023,16.0,2.246525,3.5276358127593994,21.0,2.8256636,4.240037441253662,30.0,3.2643912,6.60553503036499,23.0,2.5202305,5.534914970397949,37.0,3.2655876,8.228496551513672
1989.005,6.59,2.97,16.47,0.05,0.37,25.29,0.01,0.05,40.6,3.26,2.34,0.72,0.96,0.33,rectangle,29.0,3.6239223,5.535912990570068,20.0,3.054198,4.487192153930664,23.0,2.885849,4.552687168121338,22.0,2.9487815,4.8503289222717285,21.0,2.6339135,4.777856349945068,20.0,2.765581,4.849577903747559
1989.006,5.57,3.68,0.46,0.01,0.09,0.48,0.0,0.01,87.53,0.54,0.34,0.1,0.23,0.95,rectangle,21.0,2.5829973,4.623325824737549,19.0,2.5464437,4.344116687774658,13.0,2.4190004,3.6100218296051025,24.0,2.4921753,5.521811008453369,29.0,2.849068,6.656095504760742,26.0,2.5124688,5.8771233558654785
1989.007,8.44,3.36,2.47,0.02,0.07,15.5,0.01,0.04,65.1,2.13,0.63,0.27,1.06,0.89,rectangle,29.0,3.371526,5.631608009338379,31.0,3.5344288,6.250893592834473,42.0,4.3651676,7.086951732635498,41.0,3.7697396,8.027562141418457,35.0,3.4289668,7.20454740524292,30.0,3.1622777,5.981893062591553
1989.008,6.02,1.25,0.87,0.0,0.26,29.18,0.0,0.02,33.51,28.51,0.13,0.16,0.04,0.04,rectangle,48.0,4.7219567,8.151878356933594,37.0,4.1991444,6.659451961517334,30.0,3.5968738,5.731124401092529,32.0,3.744788,6.175379753112793,32.0,3.5377429,5.893376350402832,26.0,3.0618622,5.599533557891846
1989.009,11.43,0.92,1.7,0.01,0.14,0.94,0.0,0.01,83.44,0.59,0.22,0.24,0.23,0.14,rectangle,29.0,3.2451887,5.509639739990234,29.0,3.269174,5.571045398712158,27.0,3.1807528,5.103877067565918,37.0,3.4186985,7.842016696929932,39.0,3.715466,8.316884994506836,42.0,3.7914376,8.535249710083008
1989.010,0.04,86.13,0.03,0.0,0.0,2.21,0.0,0.0,1.71,9.82,0.0,0.0,0.0,0.06,bands,17.0,2.4669693,3.883531093597412,16.0,2.5109136,3.853438138961792,22.0,2.8912585,4.743431568145752,24.0,2.764168,5.675722122192383,31.0,3.112475,6.199816703796387,16.0,2.166867,3.8822083473205566
1989.011,3.84,1.92,1.42,0.04,0.08,55.44,0.0,0.02,23.13,3.32,0.3,0.22,0.49,9.76,grid,28.0,3.7893765,5.497658729553223,18.0,2.8722813,4.203579425811768,29.0,3.7364337,5.6220173835754395,21.0,2.5586863,4.760563373565674,14.0,2.1046822,3.6093623638153076,22.0,2.6457512,4.581131935119629
1989.012,15.45,5.54,1.11,0.02,0.14,1.16,0.0,0.01,73.93,1.03,0.52,0.13,0.38,0.57,rectangle,23.0,3.3060079,4.945023059844971,27.0,3.4460123,5.42446231842041,30.0,3.526684,5.642017364501953,29.0,3.0605862,6.244817733764648,24.0,3.1917863,5.319443702697754,22.0,2.8545468,5.092294692993164
1989.013,9.57,73.31,0.0,0.0,0.01,0.61,0.0,0.0,0.8,15.64,0.04,0.0,0.0,0.0,bands,28.0,3.3071892,5.4128828048706055,27.0,3.271563,5.257983207702637,30.0,3.4641016,5.851873874664307,31.0,3.2246609,6.514934062957764,28.0,3.0733228,5.973320007324219,56.0,4.776243,9.763433456420898
1989.014,27.33,59.21,0.0,0.0,0.01,1.43,0.0,0.0,1.4,10.57,0.04,0.0,0.01,0.0,bands,50.0,4.8468738,7.4300923347473145,44.0,4.6038365,6.934051513671875,44.0,4.639336,7.052237033843994,57.0,5.3669996,9.224886894226074,62.0,5.694021,9.716279029846191,60.0,5.545973,9.580333709716797
1989.015,47.26,39.2,0.0,0.0,0.02,1.25,0.01,0.0,8.42,3.79,0.04,0.0,0.01,0.0,abstract,69.0,6.2186713,9.579507827758789,63.0,5.9174004,8.91031551361084,57.0,5.67478,8.509842872619629,128.0,8.233886,14.559545516967773,128.0,8.209179,14.661869049072266,128.0,8.190124,14.74567699432373
1989.016,28.68,60.79,0.0,0.0,0.01,0.96,0.0,0.0,3.76,5.73,0.05,0.0,0.01,0.0,bands,61.0,5.44432,8.555752754211426,45.0,5.0959544,7.632940292358398,50.0,5.250744,7.639001846313477,64.0,5.762893,9.418022155761719,64.0,5.811492,9.677366256713867,64.0,5.5803785,9.33021068572998
1989.017,0.7,70.08,0.0,0.0,0.0,0.09,0.0,0.0,0.08,29.02,0.02,0.0,0.0,0.0,bands,28.0,3.2751431,5.314646244049072,21.0,3.127499,4.7057576179504395,37.0,3.6975498,6.603214263916016,30.0,3.3178024,5.79893159866333,19.0,2.9194927,4.43783712387085,24.0,3.127499,4.99536657333374
1989.018,26.93,39.67,0.01,0.0,0.04,1.72,0.01,0.0,20.98,10.47,0.17,0.0,0.0,0.0,bands,48.0,4.8533173,7.618269920349121,48.0,5.1074395,7.937921524047852,54.0,5.283376,8.211560249328613,128.0,8.1312475,15.023852348327637,128.0,8.148523,14.940495491027832,128.0,8.160978,14.882095336914062
1989.019,0.46,17.79,0.0,0.0,0.01,0.86,0.0,0.0,0.07,80.2,0.59,0.0,0.01,0.0,repetition,22.0,2.755676,4.7242560386657715,12.0,2.2255616,3.302962303161621,20.0,2.7992744,4.535518646240234,30.0,3.294171,5.905614376068115,20.0,2.6309457,4.380275249481201,25.0,3.0998993,5.433300018310547
1989.020,2.25,70.59,0.0,0.0,0.01,0.22,0.0,0.0,0.37,26.47,0.08,0.0,0.0,0.0,bands,32.0,3.9872844,5.9432477951049805,31.0,3.8598495,5.925938606262207,29.0,3.7924678,5.505173206329346,27.0,3.5011158,5.594091892242432,26.0,3.21374,5.460079669952393,31.0,3.511143,5.941702842712402
1989.021,0.12,1.03,0.02,0.0,0.0,24.91,0.0,0.0,0.02,73.73,0.1,0.01,0.01,0.06,repetition,15.0,2.2413027,3.6174044609069824,18.0,2.3116553,4.183604717254639,15.0,2.115789,3.41548228263855,24.0,2.9973948,5.544380187988281,23.0,2.9777822,5.385035037994385,24.0,2.86956,5.461864948272705
1989.022,0.74,92.9,0.02,0.02,0.01,0.01,0.01,0.01,4.16,1.4,0.41,0.08,0.01,0.24,bands,10.0,1.6488632,2.54616379737854,8.0,1.5811388,2.395425319671631,7.0,1.5786663,2.2622363567352295,19.0,2.1883926,5.039006233215332,21.0,2.113942,5.368951320648193,18.0,2.1323402,4.840768337249756
1989.023,0.04,88.54,0.01,0.29,0.0,0.13,0.17,0.04,3.02,6.9,0.01,0.19,0.01,0.65,bands,8.0,1.6056541,2.4770421981811523,8.0,1.47902,2.115300416946411,8.0,1.5562375,2.36612868309021,21.0,2.0386884,5.949756622314453,24.0,2.292992,6.328313827514648,22.0,2.2603927,6.066779136657715
1990.001,2.88,7.63,0.26,0.01,0.01,0.26,0.0,0.0,87.99,0.5,0.2,0.06,0.13,0.06,rectangle,15.0,2.4874685,3.680570363998413,15.0,2.5890393,3.8712148666381836,11.0,2.0233018,3.174842357635498,30.0,2.950106,6.883330345153809,29.0,3.0631378,7.001889705657959,26.0,2.6545951,6.057145118713379
1990.002,5.22,1.02,24.7,0.04,0.15,10.38,0.0,0.06,46.22,0.95,2.58,6.77,1.43,0.48,rectangle,12.0,2.2255616,3.4581706523895264,12.0,2.186607,3.2842538356781006,15.0,2.2844584,3.84136962890625,39.0,3.4629738,8.546673774719238,43.0,3.640055,9.138202667236328,36.0,3.271563,7.812176704406738
1990.003,1.67,0.89,0.22,0.01,0.06,0.01,0.0,0.01,96.14,0.17,0.14,0.47,0.18,0.05,rectangle,20.0,3.0349526,4.544801235198975,29.0,3.002603,5.406487464904785,20.0,2.9208302,4.473362922668457,33.0,3.819154,6.588201522827148,35.0,3.4832187,6.659609794616699,34.0,3.613127,6.618470668792725
1990.004,5.19,1.93,22.96,0.01,0.33,31.35,0.0,0.04,29.97,6.99,0.31,0.73,0.18,0.02,grid,86.0,6.875,10.596386909484863,88.0,6.632661,10.756552696228027,84.0,6.757519,10.365584373474121,44.0,4.8428426,7.001650810241699,52.0,4.87019,7.599268913269043,46.0,4.7713337,7.215902805328369
1990.005,1.42,0.37,3.25,0.01,0.02,89.94,0.0,0.02,2.24,2.19,0.04,0.24,0.17,0.09,grid,24.0,3.4865813,4.933162212371826,25.0,3.420983,4.956940650939941,19.0,2.6442745,4.184121608734131,32.0,3.5155902,6.548669338226318,28.0,3.5498679,6.0410637855529785,19.0,2.679494,4.988619327545166
1990.006,22.43,2.75,11.26,0.02,0.13,0.06,0.0,0.01,50.17,0.54,3.17,9.38,0.08,0.0,rectangle,17.0,2.8076346,4.063587188720703,19.0,2.8298078,4.289440631866455,16.0,2.613068,3.990022897720337,16.0,2.4190004,4.035558223724365,20.0,2.5495098,4.378669738769531,19.0,2.6678057,4.7495832443237305
1990.007,37.73,4.84,6.29,0.0,0.24,9.28,0.0,0.08,24.6,15.78,0.1,0.94,0.11,0.02,abstract,23.0,2.6824079,4.554041862487793,15.0,2.6115727,3.7189080715179443,19.0,2.6604745,4.2746195793151855,9.0,1.6105124,2.2274584770202637,9.0,1.612936,2.5818846225738525,11.0,1.636975,2.7289364337921143
1990.008,1.04,0.38,0.53,0.01,0.62,0.02,0.0,0.0,96.69,0.09,0.5,0.05,0.03,0.04,rectangle,57.0,5.2313657,8.182830810546875,71.0,5.694021,9.639469146728516,66.0,5.5269227,9.318832397460938,45.0,4.1533117,7.70404052734375,41.0,4.166458,6.954245090484619,42.0,4.0039043,6.986236572265625
1990.009,0.66,1.1,0.09,0.01,0.12,0.0,0.0,0.0,96.42,0.15,0.83,0.52,0.06,0.02,rectangle,19.0,2.766993,4.339050769805908,22.0,2.75142,4.584460735321045,18.0,2.6634095,4.1941375732421875,37.0,3.7175682,7.477330207824707,37.0,3.4944153,7.453488826751709,28.0,2.8722813,5.961170673370361
1990.010,1.49,96.61,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.08,0.0,0.0,0.0,0.0,bands,17.0,2.5,3.9735000133514404,17.0,2.3418744,3.9826745986938477,13.0,2.328492,3.4966540336608887,14.0,1.8328598,4.18903112411499,15.0,1.9039433,3.657336950302124,12.0,1.8477182,3.6531546115875244
1990.011,7.68,0.36,11.25,0.04,0.16,0.44,0.0,0.04,75.49,0.1,3.15,0.82,0.37,0.11,rectangle,31.0,4.0340347,5.973209381103516,30.0,3.8981166,5.85066032409668,28.0,3.542157,5.290748119354248,46.0,4.3472333,8.630241394042969,47.0,4.421185,8.95364761352539,35.0,3.4369318,7.859308242797852
1990.012,10.37,0.83,7.02,0.02,0.32,34.53,0.0,0.06,41.92,2.93,0.41,1.0,0.45,0.13,rectangle,42.0,4.4826055,7.231426239013672,45.0,4.629221,7.131877899169922,55.0,5.160699,8.031726837158203,54.0,4.6038365,8.601197242736816,46.0,4.3382382,7.470779895782471,43.0,4.4642677,7.260250091552734
1990.013,0.24,89.11,0.01,0.0,0.0,0.0,0.0,0.0,10.47,0.15,0.01,0.0,0.0,0.0,bands,45.0,4.397265,7.161131858825684,39.0,4.0408072,6.758739471435547,28.0,3.1746063,5.614686012268066,29.0,3.3412666,5.841608047485352,35.0,3.5838177,6.97580099105835,16.0,2.299796,4.20674991607666
1991.001,1.35,0.15,5.42,0.02,0.06,0.04,0.0,0.01,89.51,0.02,3.19,0.13,0.09,0.01,rectangle,19.0,2.9540756,4.269703388214111,23.0,2.9908714,4.628275394439697,21.0,2.946131,4.567845344543457,22.0,2.6040833,4.679818153381348,27.0,2.7782638,5.554251194000244,23.0,2.7894893,5.023159027099609
